popularity,original_title,director,runtime,genres,production_companies,release_date,vote_average,release_year,budget_adj,revenue_adj
0.242239,Ben 10: Alien Swarm,Alex Winter,69,Adventure,Cartoon Network Studios|Trouper Productions,2009-01-01,4.4,2009,40656017.3649981,
0.240757,Doghouse,Jake West,89,Comedy|Horror,Carnaby International|Hanover Films|Molinare Studios,2009-06-11,5.6,2009,,
0.168316,The Hills Run Red,Dave Parker,81,Horror,Dark Castle Entertainment|Fever Dreams|Warner Premiere|Ludovico Technique,2009-09-29,4.6,2009,,
0.271818,Looking for Eric,Ken Loach,119,Comedy|Drama,Diaphana Films,2009-05-27,6.0,2009,,
0.235045,Taking Woodstock,Ang Lee,120,Music|Comedy|Drama,Focus Features,2009-09-03,5.9,2009,,
0.781772,George & A.J.,Josh Cooley,4,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,2009-11-10,5.7,2009,,
0.118447,Taking Chance,Ross Katz,77,Drama|History|War,Motion Picture Corporation of America,2009-09-21,6.7,2009,,
0.232346,Notorious,"George Tillman, Jr.",122,Drama|Music,Fox Searchlight Pictures,2009-01-16,6.6,2009,,43757611.0605508
0.23156,The Loved Ones,Sean Byrne,84,Horror,Omnilab Media|Ambience Entertainment|Screen Australia|Film Victoria,2009-09-13,6.3,2009,,
0.230953,Everybody's Fine,Kirk Jones,99,Drama,Miramax Films|Hollywood Gang Productions|Radar Pictures,2009-12-04,6.5,2009,21344409.116624,
0.230359,Bionicle: The Legend Reborn,Mark Baldo,80,Action|Adventure|Animation|Family|Science Fiction,LEGO|Threshold Animation Studios|Tinseltown Toons,2009-08-24,4.9,2009,,
0.428574,ZMD: Zombies of Mass Destruction,Kevin Hamedani,92,Horror,Splendid Film,2009-01-01,3.7,2009,,
0.226009,Crazy Heart,Scott Cooper,112,Drama|Music|Romance,Fox Searchlight Pictures|Butcher's Run Films|Informant Media,2009-12-16,6.4,2009,7114803.03887467,40109639.114829
0.225875,The Three Investigators and the Secret of Terror Castle,Florian Baxmeyer,97,Mystery|Adventure|Family,Industrial Development Corporation of South Africa|Studio Hamburg International Production (SHIP)|Saltire Entertainment|Two Oceans Production (TOP),2009-03-19,5.7,2009,,
0.213292,Tormented,Jon Wright,91,Comedy|Horror,BBC Films|Screen West Midlands|PathÃ©|Forward Films|Slingshot Productions,2009-05-22,4.7,2009,,
0.196421,"The Goods: Live Hard, Sell Hard",Neal Brennan,90,Comedy,Paramount Vantage|Kevin Messick Productions|Gary Sanchez Productions,2009-08-14,5.3,2009,10164004.3412495,
0.222544,Triage,Danis TanoviÄ‡,99,Drama|Thriller|Mystery,Aramid Entertainment Fund|Irish Film Board|Tornasol Films|Asap films|Parallel Film Productions,2009-01-01,6.5,2009,,
0.221791,Ricky,FranÃ§ois Ozon,90,Fantasy|Drama|Science Fiction|Foreign,Eurowide Film Production,2009-02-11,5.1,2009,,
0.220819,Stolen Lives,Anders Anderson,97,Crime|Drama|Mystery|Thriller,Capitol Films|Boy in the Box|2 Bridges Productions|A2 Entertainment Group,2009-10-10,6.0,2009,2032800.8682499,7425.82157171691
0.21893,I Hate Valentine's Day,Nia Vardalos,98,Comedy|Romance,I Hate Vday Productions|ICB Entertainment Finance|My Bench Productions,2009-06-27,4.9,2009,,
0.218609,Driven To Kill,Jeff King,98,Action|Adventure|Thriller,Steamroller Productions,2009-05-01,4.8,2009,10164004.3412495,
0.216906,"Give 'em Hell, Malone",Russell Mulcahy,96,Action|Crime|Mystery|Thriller,North by Northwest Entertainment|Martini Films|Hannibal Pictures,2009-01-01,6.3,2009,15246006.5118743,
0.213237,The Courageous Heart of Irena Sendler,John Kent Harrison,95,Drama|War,Jeff Most Productions|Columbia Broadcasting System (CBS)|Hallmark Hall of Fame Productions|Baltmedia|K&K Selekt,2009-04-19,6.0,2009,,
0.212295,The Jerk Theory,Scott S. Anderson,93,Comedy,PolarStar Entertainment|Polarstar Pictures,2009-02-05,5.2,2009,,
0.212004,Jusqu'Ã  toi,Jennifer DevoldÃ¨re,81,Comedy|Romance|Family,Quad Productions,2009-07-29,4.7,2009,,
0.20979,Perrierâ€™s Bounty,Ian Fitzgibbon,88,Action|Comedy|Crime|Drama,Premiere Picture|Irish Film Board|Parallel Film Productions,2009-09-11,4.8,2009,,
0.223951,Alabama Moon,Tim McCanlies,99,Action|Adventure|Drama|Family,Alabama Moon Entertainment|Faulkner-McLean Entertainment,2009-09-27,6.1,2009,,
0.209084,Humpday,Lynn Shelton,94,Comedy,Magnolia Pictures,2009-09-16,5.1,2009,,
0.209043,The Haunted World of El Superbeasto,Rob Zombie,77,Animation|Horror|Action|Comedy,Film Roman Productions|Anchor Bay Films|Spectacle Entertainment Group|Carbunkle Cartoons,2009-09-12,6.9,2009,,
0.206657,Not Forgotten,Dror Soref,100,Crime|Horror|Mystery|Thriller,Skyline Pictures,2009-01-01,5.4,2009,,
0.203813,The Six Wives of Henry Lefay,Howard Michael Gould,95,Comedy,Brillstein-Grey Entertainment,2009-01-01,6.2,2009,,
0.203707,Tetsuo: The Bullet Man,Shinya Tsukamoto,71,Foreign|Action|Science Fiction|Thriller|Horror,Asmik Ace Entertainment,2009-09-05,5.3,2009,,
0.196413,TiMER,Jac Schaeffer,99,Fantasy|Drama|Comedy|Science Fiction|Romance,Present Pictures,2009-05-14,5.9,2009,,
0.284873,Feast III: The Happy Finish,John Gulager,79,Horror|Action|Comedy,Neo Art & Logic,2009-02-17,4.5,2009,,
0.193267,Tellement proches,Eric Toledano|Olivier Nakache,102,Comedy,Quad Productions,2009-06-17,6.5,2009,,
0.529037,Homecoming,Morgan J. Freeman,88,Horror|Thriller,Animus Films|Paper Street Films,2009-07-17,5.8,2009,1524600.65118743,
0.188104,Amreeka,Cherien Dabis,96,Drama,First Generation Films|Alcina Pictures|Imagenation Abu Dhabi FZ|Buffalo Gal Pictures|Levantine Entertainment,2009-01-17,6.4,2009,,
0.14086,Lebanon,Samuel Maoz,93,Drama|War,Paralite Productions Ltd.|Israeli Film Fund|Torus|Arte France|Metro Communications,2009-10-10,6.0,2009,,
0.187796,Mega Shark vs Giant Octopus,Jack Perez,90,Horror|Science Fiction,"Asylum, The",2009-05-19,4.5,2009,,
0.185586,Lascars,Emmanuel Klotz|Albert Pereira-Lazaro,96,Animation|Comedy,BAC Films,2009-06-17,6.6,2009,12705005.4265619,
0.181456,The Cell 2,Tim Iacofano,94,Horror|Science Fiction|Thriller,New Line Cinema|Silverstein / Barder Company,2009-02-27,3.4,2009,,
0.180029,BrÃ¼no,Larry Charles,83,Comedy,Universal Pictures,2009-07-08,5.2,2009,42688818.233248,
0.179972,Wizards of Waverly Place: The Movie,Lev L. Spiro,94,Adventure|Comedy|Drama|Family|Fantasy,Disney Channel,2009-08-28,5.8,2009,,
0.176846,Accidents Happen,Andrew Lancaster,92,Comedy|Drama|Foreign,Red Carpet Productions,2009-04-23,6.5,2009,,
0.168985,Command Performance,Dolph Lundgren,93,Action|Drama|Thriller,Nu Image Films|Millennium Films|Cat Burglar Productions,2009-01-01,4.0,2009,,
0.236277,Futurama: Into the Wild Green Yonder,Peter Avanzino,90,Animation|Comedy,20th Century Fox Television,2009-02-23,7.1,2009,,
0.166774,Gabriel Iglesias: I'm Not Fat... I'm Fluffy,Manny Rodriguez,60,Comedy,Comedy Central,2009-11-08,6.9,2009,,
0.165343,The King of Fighters,Gordon Chan,93,Action|Thriller|Science Fiction,Micott & Basara K.K.|Inferno International|Convergence Entertainment|KOF Film Productions|Scion Films,2009-11-04,4.6,2009,12196805.2094994,
0.165257,Mystery Team,Dan Eckman,97,Comedy|Thriller|Mystery,Derrick Comedy Productions|Offhollywood Digital,2009-08-28,7.0,2009,,
0.159638,Beautiful,Dean O'Flaherty,97,Drama|Mystery|Thriller,Kojo Pictures,2009-04-27,4.4,2009,1524600.65118743,56918.4243109973
0.159615,Blood Creek,Joel Schumacher,90,Horror|Thriller,Gold Circle Films,2009-10-09,5.4,2009,,
0.158638,Sorority Wars,James Hayman,95,Comedy|Drama|Family|TV Movie,Von Zerneck Sertner Films|RHI Entertainment|Patricia Clifford Productions,2009-01-02,6.0,2009,,
0.23818,Night Train,Brian King,87,Thriller|Action|Crime,A-Mark Entertainment|Instinctive Film|FilmTiger,2009-04-15,5.3,2009,,
0.15559,Infestation,Kyle Rankin,93,Action|Comedy|Horror|Science Fiction,Icon Productions|Heavy Duty Entertainment,2009-02-05,5.8,2009,,
0.155519,Next Day Air,Benny Boom,84,Action|Comedy|Crime,Melee Entertainment|Next Day Air Productions|Secret Society Films,2009-02-06,5.0,2009,,
0.154563,The Good Guy,Julio DePietro,90,Comedy|Romance,Belladonna Productions|Whitest Pouring Films,2009-04-25,5.6,2009,3252481.38919985,
0.328199,The Canyon,Richard Harrah,102,Thriller,Pierce-Williams Entertainment|Zero Gravity Management,2009-10-23,5.9,2009,,
0.145905,Did You Hear About The Morgans?,Marc Lawrence,103,Comedy,Columbia Pictures|Castle Rock Entertainment|Relativity Media|Banter,2009-12-17,5.0,2009,58951225.1792473,86678883.1222845
0.145081,The Grudge 3,Toby Wilkins,90,Horror|Thriller,Ghost House Pictures|Ozla Pictures|Stage 6 Films,2009-05-12,5.4,2009,5082002.17062476,39243229.9091683
0.248508,The Shortcut,Nicholaus Goossen,100,Horror|Thriller,Happy Madison Productions|Minds Eye Entertainment,2009-02-07,4.6,2009,,
0.143953,Doctor Who: Planet of the Dead,James Strong,59,Family|Science Fiction|TV Movie|Adventure|Drama,BBC Home Video,2009-07-26,7.3,2009,,
0.141098,Coco,Gad Elmaleh,95,Comedy,LÃ©gende Films,2009-07-21,4.4,2009,,
0.137731,Le Vilain,Albert Dupontel,86,Comedy,France 2 CinÃ©ma|StudioCanal|ADCB Films|Euro MÃ©dia TÃ©lÃ©vision,2009-11-25,5.7,2009,,
0.137656,Make the Yuletide Gay,Rob Williams,89,Drama|Comedy|Romance,TLA Releasing|Great House Films,2009-11-01,6.0,2009,,
0.057316,Le Coach,Olivier Doran,92,Comedy,Mars Distribution,2009-09-09,5.7,2009,,
0.132841,Ink,Jamin Winans,106,Action|Fantasy,Double Edge Films,2009-01-23,6.6,2009,,
0.190628,Hit and Run,Enda McCallion,84,Drama|Thriller,Thats Hollywood|Maverick Films|Metro-Goldwyn-Mayer (MGM)|Ithaka Entertainment,2009-01-13,4.1,2009,3557401.51943733,
0.128532,Trailer Park Boys: Countdown to Liquor Day,Mike Clattenburg,101,Comedy|Crime,Topsail Entertainment|Trailer Park Productions,2009-09-25,6.2,2009,3557401.51943733,
0.123497,Paintball,Daniel Benmayor,90,Action|Foreign|Horror|Thriller,Castelao Producciones,2009-04-24,3.7,2009,,
0.123044,The Messengers 2: The Scarecrow,Martin Barnewitz,94,Horror,Ghost House Pictures,2009-07-21,5.1,2009,,
0.038585,Lightbulb,Jeff Balsmeyer,85,Comedy|Drama|Romance,Pacific Productions,2009-02-01,5.5,2009,,
0.222882,Against the Dark,Richard Crudo,94,Horror|Action|Thriller|Science Fiction,Castel Film Romania|Steamroller Productions,2009-01-01,3.5,2009,9147603.90712458,
0.11886,Stan Helsing,Bo Zenga,90,Comedy|Horror,Insight Productions,2009-10-27,4.1,2009,109.771246885494,
0.114458,Big Fan,Robert D. Siegel,91,Comedy|Drama,Big Fan Productions,2009-01-18,5.7,2009,254100.108531238,236548.905834768
0.114327,Italians,Giovanni Veronesi,116,Comedy,Filmauro,2009-01-01,4.9,2009,,
0.246935,The Marc Pease Experience,Todd Louiso,84,Comedy,Paramount Vantage,2009-08-21,4.5,2009,,
0.109178,I Can Do Bad All By Myself,Tyler Perry,113,Drama|Comedy,Lions Gate Films,2009-09-11,6.1,2009,,
0.108905,Heartless,Philip Ridley,114,Drama|Horror|Thriller,Matador Pictures|Isle of Man Film|CrossDay Productions|CinemaNX|May 13 Films,2009-11-21,6.1,2009,,
0.107537,Cairo Time,Ruba Nadda,88,Drama|Romance,TÃ©lÃ©film Canada|The Harold Greenberg Fund|Astral Media|Movie Central Network|Foundry Films,2009-09-13,5.7,2009,,
0.103773,Iron Maiden: Flight 666,Sam Dunn|Scot McFadyen,112,Documentary|Music,Banger Films,2009-04-21,8.3,2009,,
0.102223,Life,Martha Holmes|Simon Blakeney|Stephen Lyle,500,Documentary,British Broadcasting Corporation (BBC),2009-12-14,7.0,2009,,
0.166371,Mao's Last Dancer,Bruce Beresford,117,Drama|Romance,Great Scott Productions Pty. Ltd.,2009-10-01,6.7,2009,25410010.8531238,21059258.9912307
0.323342,Laid to Rest,Robert Hall,90,Thriller|Horror,Dry County Films,2009-04-02,5.2,2009,,
0.097705,Vertige,Abel Ferry,90,Action|Thriller|Horror,Gaumont|Sombrero Films|Studio Mad,2009-01-01,5.5,2009,,
0.097127,The Slammin' Salmon,Kevin Heffernan,90,Comedy,Broken Lizard Industries,2009-01-01,6.0,2009,,
0.148198,Loose Change 9/11: An American Coup,Dylan Avery,99,Documentary,Collective Minds Media Company|Microcinema International|Morningstar Entertainment|Brown & Stretic|The Frankfurt Group,2009-09-22,6.0,2009,,
0.091154,A Very Potter Musical,Matt Lang,166,Music|Comedy,Starkid Productions,2009-04-09,6.9,2009,,
0.090552,Paranormal Entity,Shane Van Dyke,88,Horror|Mystery|Thriller,The Asylum,2009-12-22,4.6,2009,,
0.210628,Fear Island,Michael Storey,95,Horror|Thriller|Mystery,Pocketbook Productions|Waterfront Pictures,2009-09-08,4.6,2009,,
0.287231,The Damned United,Tom Hooper,97,Drama,BBC Films|Columbia Pictures Corporation|Screen Yorkshire|Left Bank Pictures|Screen Yorkshire Production Fund,2009-03-27,7.1,2009,10164004.3412495,
0.073533,CinÃ©man,Yann Moix,90,Comedy|Fantasy,TF1 Films Production|Scope Pictures|SAJ,2009-10-28,3.3,2009,,
0.0734929999999999,Madea Goes to Jail,Tyler Perry,103,Comedy|Crime|Drama,"Lions Gate Films|Tyler Perry Company, The",2009-02-16,6.9,2009,,91992712.0023271
0.0718299999999999,35 Rhums,Claire Denis,100,Drama|Foreign,Soudaine Compagnie,2009-02-18,5.9,2009,,
0.090351,Don McKay,Jake Goldberger,87,Crime|Mystery|Thriller,Animus Films,2009-04-24,4.5,2009,,
0.088781,The Wild and Wonderful Whites of West Virginia,Julien Nitzberg,86,Documentary,Dickhouse Productions|MTV Studios,2009-04-01,5.7,2009,,
0.059697,Book of Blood,John Harrison,96,Horror|Drama|Mystery|Thriller,Scottish Screen|Matador Pictures|uFilm|Regent Capital|Entertainment Motion Pictures,2009-03-07,5.3,2009,,
0.058977,La Guerre des Miss,Patrice Leconte,89,Comedy,Gaumont,2009-01-14,5.5,2009,,
0.08649,Hamlet,Gregory Doran,185,Drama,NHK Enterprises|Illuminations|BBC Wales,2009-12-26,6.4,2009,,
0.047028,The Winning Season,Jim Strouse,119,Comedy|Drama,Gigi Productions|Sneaky Pete Productions,2009-01-19,6.1,2009,,
0.044425,Alien Trespass,R. W. Goodwin,90,Action|Adventure|Comedy|Science Fiction,Rangeland Productions,2009-04-03,5.8,2009,,
0.043209,Bring It On: Fight to the Finish,Bille Woodruff,102,Comedy,Universal Studios Home Entertainment,2009-07-31,5.4,2009,,
0.135759,Logorama,FranÃ§ois Alaux|HervÃ© de CrÃ©cy|Ludovic Houplain,16,Animation,H5|Autour de Minuit Productions|Little Minx Films,2009-01-01,7.2,2009,,
0.029831,R.T.T.,FrÃ©dÃ©ric Berthe,88,Comedy,LGM Productions|Studio Canal,2009-12-09,4.7,2009,,
0.024051,The Yes Men Fix the World,Andy Bichlbaum|Mike Bonanno|Kurt Engfehr,87,Documentary,Renegade Pictures,2009-01-18,6.5,2009,,
0.021121,Deadline,Sean McConville,89,Drama|Horror|Thriller,Enso Entertainment|Films In Motion|KRU Studios,2009-01-01,5.6,2009,,
0.021041,Today's Special,David Kaplan,99,Comedy|Romance,Inimitable Pictures|Sweet180,2009-10-14,6.3,2009,,407224.899533899
0.015926,Un'estate ai Caraibi,Carlo Vanzina,110,Comedy,Medusa Film,2009-06-12,4.2,2009,,
0.169317,Table for Three,Michael Samonek,93,Comedy|Romance,Starz Media,2009-01-01,4.3,2009,,
0.257762,His Name Was Jason: 30 Years of Friday the 13th,Daniel Farrands,90,Documentary|Horror,Paramount Pictures,2009-02-03,6.9,2009,,
0.005502,Cencoroll,Atsuya Uki,25,Animation|Science Fiction,Aniplex|Anime Innovation Tokyo,2009-07-28,6.0,2009,,
0.139545,De Dana Dan,Priyadarshan,166,Action|Comedy|Foreign,Baba Arts Limited Productions,2009-11-27,4.4,2009,,
0.003432,Jim Jefferies: I Swear to God,John Moffitt,58,Comedy,HBO,2009-05-16,7.0,2009,,
0.005289,Une semaine sur deux,Ivan CalbÃ©rac,98,Drama|Family,Mandarin Films,2009-07-22,5.5,2009,,
0.001423,Circle of Eight,Stephen Cragg,84,Mystery|Horror,Bronson Avenue|Paramount Pictures Digital Entertainment|Mountain Dew Green Label Studios|Milchan / Van Eyssen,2009-10-27,4.3,2009,,
9.363643,Inception,Christopher Nolan,148,Action|Thriller|Science Fiction|Mystery|Adventure,Legendary Pictures|Warner Bros.|Syncopy,2010-07-14,7.9,2010,160000000.0,825500000.0
5.70486,Iron Man 2,Jon Favreau,124,Adventure|Action|Science Fiction,Marvel Studios,2010-04-28,6.6,2010,200000000.0,623933331.0
5.57295,Alice in Wonderland,Tim Burton,108,Family|Fantasy|Adventure,"Walt Disney Pictures|Team Todd|Tim Burton Productions|Roth Films|Zanuck Company, The",2010-03-03,6.3,2010,200000000.0,1025467110.0
5.29318,Black Swan,Darren Aronofsky,108,Drama|Mystery|Thriller,Fox Searchlight Pictures|Dune Entertainment|Protozoa Pictures|Cross Creek Pictures,2010-12-02,7.1,2010,13000000.0,327803731.0
4.840588,Harry Potter and the Deathly Hallows: Part 1,David Yates,146,Adventure|Fantasy|Family,Warner Bros.|Heyday Films,2010-10-17,7.4,2010,250000000.0,954305868.0
3.791881,Despicable Me,Pierre Coffin|Chris Renaud,95,Action|Animation|Family,Universal Pictures|Illumination Entertainment,2010-07-08,7.1,2010,69000000.0,543513985.0
3.74884,The Expendables,Sylvester Stallone,103,Action|Thriller,Millennium Films,2010-08-03,5.9,2010,80000000.0,274470394.0
3.560424,How to Train Your Dragon,Dean DeBlois|Chris Sanders,98,Fantasy|Adventure|Animation|Family,DreamWorks Animation|Vertigo Entertainment|Mad Hatter Entertainment,2010-03-05,7.4,2010,165000000.0,494878759.0
3.176169,Shutter Island,Martin Scorsese,138,Drama|Thriller|Mystery,Paramount Pictures|Appian Way|Phoenix Pictures|Sikelia Productions,2010-02-18,7.6,2010,80000000.0,294804195.0
2.911727,TRON: Legacy,Joseph Kosinski,125,Adventure|Action|Science Fiction,Walt Disney Pictures|LivePlanet|Prana Studios|Sean Bailey Productions|Revolution Sun Studios,2010-12-10,6.3,2010,170000000.0,400062763.0
2.865684,Tangled,Nathan Greno|Byron Howard,100,Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,2010-11-24,7.3,2010,260000000.0,591794936.0
2.711136,Toy Story 3,Lee Unkrich,103,Animation|Family|Comedy,Walt Disney Pictures|Pixar Animation Studios,2010-06-16,7.5,2010,200000000.0,1063171911.0
2.586787,Salt,Phillip Noyce,100,Action|Thriller|Crime|Mystery,Columbia Pictures|Di Bonaventura Pictures|Relativity Media|Wintergreen Productions,2010-07-21,6.2,2010,110000000.0,293329073.0
2.440611,127 Hours,Danny Boyle,94,Adventure|Drama|Thriller,Fox Searchlight Pictures|Dune Entertainment|Darlow Smithson Productions|Warner Bros.|Cloud Eight Films,2010-11-05,6.9,2010,18000000.0,35692920.0
2.332359,Easy A,Will Gluck,92,Comedy,Screen Gems|Olive Bridge Entertainment,2010-09-10,6.6,2010,8000000.0,74952305.0
2.245241,The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,113,Adventure|Family|Fantasy,Dune Entertainment|Fox 2000 Pictures|Walden Media,2010-08-13,6.0,2010,155000000.0,415686217.0
2.225609,Kick-Ass,Matthew Vaughn,117,Action|Crime,Lions Gate,2010-03-22,7.0,2010,28000000.0,96188903.0
2.162441,The Tourist,Florian Henckel von Donnersmarck,103,Action|Thriller|Romance,Spyglass Entertainment|Peninsula Films|StudioCanal|GK Films|Italian Tax Credit,2010-12-08,6.0,2010,100000000.0,278346189.0
2.128799,Prince of Persia: The Sands of Time,Mike Newell,116,Adventure|Fantasy|Action|Romance,Walt Disney Pictures|Jerry Bruckheimer Films,2010-05-19,6.1,2010,150000000.0,335154643.0
2.11831,Robin Hood,Ridley Scott,140,Action,Imagine Entertainment|Universal Pictures|Scott Free Productions|Relativity Media,2010-05-12,6.1,2010,200000000.0,310669540.0
2.100704,True Grit,Ethan Coen|Joel Coen,110,Drama|Adventure|Western,Paramount Pictures|Scott Rudin Productions|Mike Zoss Productions|Skydance Productions,2010-12-22,7.0,2010,38000000.0,252276927.0
2.087252,Clash of the Titans,Louis Leterrier,106,Adventure|Fantasy|Action,The Zanuck Company|Legendary Pictures|Thunder Road Pictures|Warner Bros.|Moving Picture Company (MPC),2010-04-01,5.6,2010,125000000.0,232713139.0
2.053855,The Sorcerer's Apprentice,Jon Turteltaub,109,Fantasy|Adventure|Action|Comedy|Drama,Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Broken Road Productions|Junction Entertainment,2010-07-13,5.8,2010,150000000.0,215283742.0
2.033563,Letters to Juliet,Gary Winick,105,Comedy|Drama|Romance,Summit Entertainment|Applehead Pictures,2010-05-14,6.5,2010,30000000.0,
1.923694,The Social Network,David Fincher,120,Drama,Columbia Pictures|Scott Rudin Productions|Relativity Media,2010-09-30,7.1,2010,40000000.0,224920315.0
1.906739,Scott Pilgrim vs. the World,Edgar Wright,112,Action|Adventure|Comedy,Universal Pictures|Marc Platt Productions,2010-07-27,7.2,2010,60000000.0,47664559.0
1.903671,Little Fockers,Paul Weitz,98,Comedy|Romance,Paramount Pictures|Universal Pictures|Everyman Pictures|Relativity Media|Dreamworks Pictures,2010-12-21,5.4,2010,100000000.0,310650585.0
1.888263,Predators,NimrÃ³d Antal,107,Action|Science Fiction|Adventure|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Dune Entertainment III|Troublemaker Studios,2010-07-03,5.8,2010,40000000.0,126248813.0
1.878018,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,118,Adventure|Fantasy|Family,Ingenious Film Partners|1492 Pictures|Dune Entertainment|Fox 2000 Pictures|Sunswept Entertainment,2010-02-01,6.0,2010,95000000.0,226497209.0
1.874641,Unstoppable,Tony Scott,98,Action|Thriller,Twentieth Century Fox Film Corporation|Scott Free Productions|Firm Films|Prospect Park|Millbrook Farm Productions,2010-11-04,6.2,2010,100000000.0,167805466.0
1.820934,Shrek Forever After,Mike Mitchell,93,Comedy|Adventure|Fantasy|Animation|Family,DreamWorks Animation,2010-05-16,6.0,2010,165000000.0,752600867.0
1.784073,Dear John,Lasse HallstrÃ¶m,115,Drama|Romance|War,Screen Gems,2010-02-04,6.5,2010,25000000.0,114977104.0
1.730679,The A-Team,Joe Carnahan,117,Thriller|Action|Adventure|Comedy|Crime,20th Century Fox,2010-06-10,6.2,2010,110000000.0,177238796.0
1.720825,RED,Robert Schwentke,111,Action|Adventure|Comedy|Crime|Thriller,DC Comics|Di Bonaventura Pictures|Summit Entertainment|DC Entertainment,2010-10-13,6.5,2010,58000000.0,71664962.0
1.71986,Machete,Robert Rodriguez|Ethan Maniquis,105,Action|Comedy|Thriller,Dune Entertainment|Dune Entertainment III|Troublemaker Studios|Overnight Films,2010-09-01,6.2,2010,20000000.0,31327899.0
1.659355,Grown Ups,Dennis Dugan,102,Comedy,Columbia Pictures|Happy Madison Productions|Relativity Media,2010-06-24,6.1,2010,80000000.0,271430189.0
1.624483,The Book of Eli,Albert Hughes|Allen Hughes,118,Action|Thriller|Science Fiction,Alcon Entertainment|Silver Pictures,2010-01-14,6.5,2010,80000000.0,157107755.0
1.618371,Date Night,Shawn Levy,97,Comedy,Twentieth Century Fox Film Corporation|Dune Entertainment|21 Laps Entertainment,2010-04-08,5.9,2010,55000000.0,152263880.0
1.614028,The Town,Ben Affleck,125,Crime|Drama|Thriller,Legendary Pictures|GK Films|Thunder Road Pictures|Warner Bros.,2010-09-15,6.9,2010,37000000.0,154026136.0
1.57937,Remember Me,Allen Coulter,113,Drama|Romance,Summit Entertainment,2010-03-12,6.8,2010,20000000.0,
1.546212,The Twilight Saga: Eclipse,David Slade,124,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,2010-06-23,5.9,2010,68000000.0,698491347.0
1.540322,Megamind,Tom McGrath,95,Animation|Action|Comedy|Family|Science Fiction,DreamWorks Animation,2010-10-28,6.6,2010,130000000.0,321885765.0
1.538276,The Last Airbender,M. Night Shyamalan,103,Action|Adventure|Family|Fantasy,"Paramount Pictures|Nickelodeon Movies|Kennedy/Marshall Company, The|Industrial Light & Magic (ILM)|Blinding Edge Pictures",2010-06-30,4.7,2010,150000000.0,318502923.0
1.419224,The Other Guys,Adam McKay,107,Action|Comedy|Crime,Columbia Pictures|Gary Sanchez Productions,2010-08-06,6.1,2010,100000000.0,170432927.0
1.402935,30 Days of Night: Dark Days,Ben Ketai,92,Horror|Thriller,Ghost House Pictures,2010-10-04,4.8,2010,,
1.396973,Insidious,James Wan,103,Horror|Thriller,Alliance Films|IM Global|Stage 6 Films|Haunted Movies,2010-09-13,6.7,2010,1500000.0,97009150.0
1.386743,Step Up 3D,Jon M. Chu,107,Drama|Romance,Summit Entertainment|Touchstone Pictures,2010-08-04,6.5,2010,30000000.0,159291809.0
1.385499,The King's Speech,Tom Hooper,118,Drama|History,The Weinstein Company|UK Film Council|Bedlam Productions|See-Saw Films|Aegis Film Fund,2010-09-06,7.4,2010,15000000.0,414211549.0
1.365279,Love & Other Drugs,Edward Zwick,112,Drama|Comedy|Romance,Bedford Falls Productions|Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|Stuber Productions,2010-11-22,6.5,2010,30000000.0,102820008.0
1.36053,The Way Back,Peter Weir,133,Drama|Adventure|History,Polish Film Institute|Imagenation Abu Dhabi FZ|Exclusive Films|Monolith Films|On the Road,2010-09-03,6.7,2010,30000000.0,20348249.0
1.348633,Repo Men,Miguel Sapochnik,111,Action|Science Fiction|Thriller|Crime,Universal Pictures|Stuber Productions|Dentsu|Relativity Media,2010-03-18,6.1,2010,32000000.0,18409891.0
1.344701,Last Night,Massy Tadjedin,90,Drama|Romance,Gaumont|Nick Wechsler Productions|Star Entertainment,2010-05-11,6.1,2010,7000000.0,7644937.0
1.325302,Knight and Day,James Mangold,109,Action|Comedy,Tree Line Films|Twentieth Century Fox Film Corporation|Dune Entertainment|Regency Enterprises|Pink Machine,2010-06-15,5.9,2010,117000000.0,261930431.0
1.302132,Undisputed III: Redemption,Isaac Florentine,96,Action|Thriller,Nu Image Films|Undisputed 3 Productions,2010-05-22,7.4,2010,3000000.0,
1.271623,Eat Pray Love,Ryan Murphy,133,Drama,Columbia Pictures|Red Om Films|Plan B Entertainment,2010-08-12,5.7,2010,60000000.0,204594016.0
1.271367,Blue Valentine,Derek Cianfrance,112,Drama|Romance,Hunting Lane Films|Silverwood Films|Incentive Filmed Entertainment|Chrysler Corporation|Shade Pictures,2010-12-27,6.9,2010,1000000.0,12355734.0
1.255298,The Bounty Hunter,Andy Tennant,110,Action,Columbia Pictures|Original Film|Relativity Media|Madhouse Entertainment,2010-03-16,5.5,2010,40000000.0,136000000.0
1.2347,Leap Year,Anand Tucker,100,Romance|Comedy,Universal Pictures|Spyglass Entertainment|Octagon Films|BenderSpink|Birnbaum/Barber,2010-01-08,6.3,2010,19000000.0,29922472.0
